BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
199606,24,1400,199606,24,1630,2040829,5561009,VIRGINIA,51,1996,June,Flash Flood,C,171,SHENANDOAH,LWX,24-JUN-96 14:00:00,EST,24-JUN-96 16:30:00,0,0,0,0,.13M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOODSTOCK,NA,NA,WOODSTOCK,NA,NA,NA,NA,"Training thunderstorms, aided by an impressive rapid return of tropical moisture ahead of a surface pressure trough, produced a deluge of an estimated 3 to 4 inches of rain in northern Shenandoah Co, causing localized dangerous flash flooding.  In one instance, an NWS employee traveling along federal highway 522 and interstate 81 between Woodstock and Strasburg noted very high water flowing across the road.In Toms Brook, over nine roads were closed, and 20 secondary roads sustained significant damage.  In Strasburg, a house's rear wall was moved.  Large areas of Ash street were eroded by the raging waters; guard rails were also washed away.",NA,PDC
199606,9,1745,199606,9,2030,2038458,5551477,VIRGINIA,51,1996,June,Flash Flood,C,141,PATRICK,RNK,09-JUN-96 17:45:00,EST,09-JUN-96 20:30:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PATRICK SPRINGS,NA,NA,PATRICK SPRINGS,NA,NA,NA,NA,NA,NA,PDC
199601,19,130,199601,19,1200,2403614,5541088,VIRGINIA,51,1996,January,Flash Flood,C,125,NELSON,LWX,19-JAN-96 01:30:00,EST,19-JAN-96 12:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALL,NA,NA,ALL,NA,NA,NA,NA,NA,NA,PDC
199601,19,130,199601,19,1200,2403615,5541089,VIRGINIA,51,1996,January,Flash Flood,C,3,ALBEMARLE,LWX,19-JAN-96 01:30:00,EST,19-JAN-96 12:00:00,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALL,NA,NA,ALL,NA,NA,NA,NA,NA,NA,PDC
199601,19,130,199601,19,1200,2403616,5541090,VIRGINIA,51,1996,January,Flash Flood,C,79,GREENE,LWX,19-JAN-96 01:30:00,EST,19-JAN-96 12:00:00,0,0,0,0,1K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALL,NA,NA,ALL,NA,NA,NA,NA,NA,NA,PDC
199601,19,130,199601,19,1200,2403617,5541091,VIRGINIA,51,1996,January,Flash Flood,C,113,MADISON,LWX,19-JAN-96 01:30:00,EST,19-JAN-96 12:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALL,NA,NA,ALL,NA,NA,NA,NA,NA,NA,PDC
199601,19,130,199601,19,1200,2403618,5541092,VIRGINIA,51,1996,January,Flash Flood,C,139,PAGE,LWX,19-JAN-96 01:30:00,EST,19-JAN-96 12:00:00,0,0,0,0,.7M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALL,NA,NA,ALL,NA,NA,NA,NA,NA,NA,PDC
199601,19,130,199601,19,1200,2403619,5541093,VIRGINIA,51,1996,January,Flash Flood,C,157,RAPPAHANNOCK,LWX,19-JAN-96 01:30:00,EST,19-JAN-96 12:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALL,NA,NA,ALL,NA,NA,NA,NA,NA,NA,PDC
199601,19,500,199601,19,1300,2403620,5541095,VIRGINIA,51,1996,January,Flash Flood,C,171,SHENANDOAH,LWX,19-JAN-96 05:00:00,EST,19-JAN-96 13:00:00,0,0,0,0,27M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALL,NA,NA,ALL,NA,NA,NA,NA,NA,NA,PDC
199601,19,1000,199601,19,1400,2029490,5541105,VIRGINIA,51,1996,January,Flash Flood,C,179,STAFFORD,LWX,19-JAN-96 10:00:00,EST,19-JAN-96 14:00:00,0,0,0,0,5K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALL,NA,NA,ALL,NA,NA,NA,NA,NA,NA,PDC
199601,19,400,199601,19,530,2029347,5542478,VIRGINIA,51,1996,January,Flash Flood,C,71,GILES,RNK,19-JAN-96 04:00:00,EST,19-JAN-96 05:30:00,0,0,0,0,.35M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,NA,NA,PDC
199601,19,30,199601,19,830,1001448,5542272,VIRGINIA,51,1996,January,Flash Flood,C,5,ALLEGHANY,RNK,19-JAN-96 00:30:00,EST,19-JAN-96 08:30:00,0,0,0,0,3.5M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,NA,NA,PDC
199606,24,1440,199606,24,1500,2040832,5561012,VIRGINIA,51,1996,June,Flash Flood,C,187,WARREN,LWX,24-JUN-96 14:40:00,EST,24-JUN-96 15:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N PORTION,NA,NA,N PORTION,NA,NA,NA,NA,Training thunderstorms caused a short-duration flash flood just north of Front Royal where a spotter reported high flowing water in his front yard.,NA,PDC
199605,24,2100,199605,24,2100,2034110,5554027,VIRGINIA,51,1996,May,Flash Flood,C,169,SCOTT,MRX,24-MAY-96 21:00:00,EST,24-MAY-96 21:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,Heavy rainfall from thunderstorms caused many roads and driveways to be washed out.,NA,PDC
199601,19,130,199601,19,1200,2029489,5540901,VIRGINIA,51,1996,January,Flash Flood,C,165,ROCKINGHAM,LWX,19-JAN-96 01:30:00,EST,19-JAN-96 12:00:00,0,0,0,0,7M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALL,NA,NA,ALL,NA,NA,NA,NA,"An unprecedented combination, in recent history, of unseasonably warm, humid air overriding a dense snowpack estimated between 6 and 15 inches (but up to 2 feet or more at higher elevations) caused nearly all of the pack to vanish in a 12-hour period.  The unseasonably warm air was drawn northward around the circulation of a deepening storm west of the Appalachians late on the 18th and early on the 19th. The melting snow and additional rainfall produced widespread flooding and flash flooding on the 19th.Strong low-level southeast flow developed by late afternoon on the 18th, and pockets of light to moderate rain occurred along the foothills.  Initial flash flooding, in the form of creeks and streams out of their banks and low-lying areas covered in standing water, begain around 0000EST on the 19th.  More widespread flooding ensued between 0100 and 0200EST.A pre-frontal line of heavy showers and embedded thunderstorms moved into the region shortly after dawn on the 19th, causing widespread acute flooding and flash flooding which lasted until around noon.  The line of heavy precipitation moved slowly through the area between 0600 and 0900EST, prolonging the flooding.  Some of the higher totals reported by automated rain gages (which contained some melted snow) were in excess of 5 inches.  Montebello (Nelson Co) received 5.22 inches, Big Meadows (Page Co) had 5.12 inches, Long Run (Rockingham Co) reported 4.47 inches, and Sherando (Augusta Co) had 4.16 inches.One death was reported by Albemarle Co authorities, as a motorist lost control of his vehicle in high water and struck a tree just south of Charlottesville.  High water closed numerous local roads, and several major arteries as well, including federal highway 33 near Harrisonburg (Rockingham Co).  Also in Rockingham Co, authorities evacuated the main street in Broadway when a 20 ton fuel oil tank and two 1000-lb propane tanks broke loose from their moorings and began floating down the street.  In Page Co, 200 residents below the Skyline Lakes Dam were evacuated as the dam threatened to break.  Hundreds of roads were closed statewide due to flooding; the Virginia Department of Transportation reported 23 primaries and 250 secondaries blocked off.States of Emergency were either declared or extended for 12 counties and 2 independent cities.",NA,PDC
199606,19,1830,199606,19,1900,2038485,5551506,VIRGINIA,51,1996,June,Flash Flood,C,11,APPOMATTOX,RNK,19-JUN-96 18:30:00,EST,19-JUN-96 19:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BENT CREEK,NA,NA,BENT CREEK,NA,NA,NA,NA,Thunderstorms with heavy rain in central Virginia during the evening hours on the 19th resulted in a mud slide at the intersection of routes 60 and 605 in Bent Creek.,NA,PDC
199607,8,1805,199607,8,1930,2043215,5557052,VIRGINIA,51,1996,July,Flash Flood,C,121,MONTGOMERY,RNK,08-JUL-96 18:05:00,EST,08-JUL-96 19:30:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,Heavy rainfall during the evening hours on the 8th resulted in flash flooding in Montgomery County. Several roads were flooded and closed across portions of the county.,NA,PDC
199606,24,1540,199606,24,1610,2040839,5560568,VIRGINIA,51,1996,June,Flash Flood,C,107,LOUDOUN,LWX,24-JUN-96 15:40:00,EST,24-JUN-96 16:10:00,0,0,0,0,8K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SW,LEESBURG,2,SW,LEESBURG,NA,NA,NA,NA,"Downpours on previously saturated soil produced flash flooding in the Leesburg area, where two and one-half inches of rain fell in 45 minutes.  One motorist was trapped in his automobile just off federal highway 15 along local route 704; a rescue ensued.  The Town Branch in Leesburg overflowed its banks, flooding a parking lot and washing away a portable swimming pool.  Several basements were also flooded.",NA,PDC
199606,10,1900,199606,10,2030,2040809,5560987,VIRGINIA,51,1996,June,Flash Flood,C,107,LOUDOUN,LWX,10-JUN-96 19:00:00,EST,10-JUN-96 20:30:00,0,0,0,0,10K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEESBURG,NA,NA,LEESBURG,NA,NA,NA,NA,"Training thunderstorms dumped at least 3.3 inches of rain in a four-hour period, causing several instances of flash flooding.  Several drivers were trapped in their vehicles near Leesburg.  A main thoroughfare in eastern Loudoun Co was partially eroded by heavy rainfall.  Numerous other thoroughfares which cross state route 7 were closed between Ashburn and Leesburg.  Several basements flooded in and around Leesburg.",NA,PDC
199605,16,530,199605,16,800,2036202,5555175,VIRGINIA,51,1996,May,Flash Flood,C,185,TAZEWELL,RNK,16-MAY-96 05:30:00,EST,16-MAY-96 08:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EASTERN PORTION,NA,NA,EASTERN PORTION,NA,NA,NA,NA,NA,NA,PDC
199605,17,320,199605,17,440,2036188,5555157,VIRGINIA,51,1996,May,Flash Flood,C,163,ROCKBRIDGE,RNK,17-MAY-96 03:20:00,EST,17-MAY-96 04:40:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,SW,FAIRFIELD,5,SW,FAIRFIELD,NA,NA,NA,NA,Heavy rain during the early morning hours on the 17th resulted in the flooding of routes 645 and 11 with 1 to 3 feet of water about 4.5 miles southwest of Fairfield.,NA,PDC
199606,11,1130,199606,11,1230,2041453,5557841,VIRGINIA,51,1996,June,Flash Flood,C,157,RAPPAHANNOCK,LWX,11-JUN-96 11:30:00,EST,11-JUN-96 12:30:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPERRYVILLE,NA,NA,SPERRYVILLE,NA,NA,NA,NA,"A thunderstorm containing torrential rains dumped 1.25 inches onto saturated ground in central Rappahannock Co, causing several instances of high standing water on area roadways.  Several roads were temporarily closed.",NA,PDC
199605,24,2000,199605,24,2000,1006963,5554032,VIRGINIA,51,1996,May,Flash Flood,C,167,RUSSELL,MRX,24-MAY-96 20:00:00,EST,24-MAY-96 20:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DANTE,NA,NA,DANTE,NA,NA,NA,NA,Between two and six inches of rain fell on parts of the county in a short period of time.  At least 124 homes in Dante were damaged and three were completely destroyed.  Mud slides were reported and many roads were closed.  Other extensive,NA,PDC
199605,6,1830,199605,6,1920,1009129,5554553,VIRGINIA,51,1996,May,Flash Flood,C,173,SMYTH,RNK,06-MAY-96 18:30:00,EST,06-MAY-96 19:20:00,0,0,0,0,.15M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,NA,NA,PDC
199605,6,1835,199605,6,1930,2036140,5554554,VIRGINIA,51,1996,May,Flash Flood,C,21,BLAND,RNK,06-MAY-96 18:35:00,EST,06-MAY-96 19:30:00,0,0,0,0,1K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CERES,NA,NA,CERES,NA,NA,NA,NA,"Heavy rain during the evening hours on the 6th resulted in flash flooding in portions of southwest Virginia.Runoff from heavy rain flooded roads and basements in Ceres and washed livestock away, washed out roads and resulted in evacuations in portions of Smyth County.",NA,PDC
199606,16,1930,199606,16,2030,2040814,5560993,VIRGINIA,51,1996,June,Flash Flood,C,171,SHENANDOAH,LWX,16-JUN-96 19:30:00,EST,16-JUN-96 20:30:00,0,0,0,0,.15M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N,WOODSTOCK,3,N,WOODSTOCK,NA,NA,NA,NA,"An intense thunderstorm dumped 3.44 inches of rain at Fetzer's Gap along North Mountain.  The runoff caused Pugh's Run to overflow it's banks, as it rose 2 feet in less than an hour.  The flash flood washed away sheds and claimed 3 automobiles.  Eight individuals had to be rescued from homes along the creek.  A restaurant in Woodstock had minor flooding when a small stream spilled over its banks, and a farmer had a fence washed away by high waters.  The level of water in one basement rose to 4 feet. A large section of asphalt washed away from local route 642 underneath interstate 81.  Several low-water bridges were damaged by flood waters; total cost of highway damage alone was $90,000.",NA,PDC
